Uaction_CSY_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CSX_title;政令统一;;;;;;;;;;;;;x
Uaction_CSX_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CSD_title;政令统一;;;;;;;;;;;;;x
Uaction_CSD_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CJC_title;政令统一;;;;;;;;;;;;;x
Uaction_CJC_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CQM_title;政令统一;;;;;;;;;;;;;x
Uaction_CQM_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CNM_title;政令统一;;;;;;;;;;;;;x
Uaction_CNM_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CDB_title;政令统一;;;;;;;;;;;;;x
Uaction_CDB_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CYN_title;政令统一;;;;;;;;;;;;;x
Uaction_CYN_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CGX_title;政令统一;;;;;;;;;;;;;x
Uaction_CGX_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_CGD_title;政令统一;;;;;;;;;;;;;x
Uaction_CGD_desc;我们已经控制了全中国。;;;;;;;;;;;;;x
Uaction_ROC_title;宣布中华民国政令统一;;;;;;;;;;;;;x
Uaction_ROC_desc;宣布中华民国政令统一。;;;;;;;;;;;;;x
GersupportA_chi_title;组建德械师;;;;;;;;;;;;;x
SOVsupportA_chi_title;组建苏械攻击军;;;;;;;;;;;;;x
ZHENGBJ_CGX1_title;桂军整编，北上御侮;;;;;;;;;;;;;x
ZHENGBJUN_CGX2_title;桂军第二次整编，北上御侮;;;;;;;;;;;;;x
SOVWCHI_chi_title;签订《中苏互不侵犯条约》;;;;;;;;;;;;;x
GersupportA_chi_decs;党国新军，国家利剑;;;;;;;;;;;;;x
SOVsupportA_chi_decs;党国新军，国家利剑;;;;;;;;;;;;;x
SOVWCHI_chi_decs;团结一致、众志成城;;;;;;;;;;;;;x
USAsupportA_title;组建美械师;;;;;;;;;;;;;x
Migration_Period_chi_title;工业内迁第一阶段·武汉;;;;;;;;;;;;x
Migration_Period_chi_decs;日寇犯我中华，短短三月内半壁江山便尽沦敌手。为了保存我国战争实力，沿海的工业已经开始向内地转移。;;;;;;;;;;;;;x
Migration_Period2_chi_title;工业内迁第二阶段;;;;;;;;;;;;;x
education_chi_title;教育内迁;;;;;;;;;;;;;x
education2_chi_title;成立国立西南联合大学;;;;;;;;;;;;;x
第一战区_title;成立第一战区;;;;;;;;;;;;;;;;x
第一战区_decs;成立第一战区，守卫平汉路。;;;;;;;;;;;x
第二战区_title;成立第二战区;;;;;;;;;;;;;x
第二战区_decs;成立第二战区，开进晋绥。;;;;;;;;;;;;;;x
第三战区_decs;成立第三战区，开进淞沪。;;;;;;;;;;;;;x
第三战区_title;成立第三战区;;;;;;;;;;;;;x
TKsupportA_chi_title;组建装甲团;;;;;;;;;;;;;x
第五战区_title;成立第五战区;;;;;;;;;;;;;x
第五战区_decs;成立第五战区，拱卫徐州。;;;;;;;;;;;;;;;;x
XBsupportA_chi_title;中国宪兵;;;;;;;;;;;;;x
第四战区_title;成立第四战区;;;;;;;;;;;;;;x
#_title;;;;;;;;;;;;;;x
#_desc;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
# 事件;;;;;;;;;;;;;;x
#######################################;;;;;;;;;;;;;;x
Event1000077title;发动东征;;;;;;;;;;;;;x
Event1000077desc;红一方面军以中国人民红军抗日先锋军的名义，东渡黄河进入山西，打击晋绥反动势力。彭德怀、毛泽东发布了「中国人民红军抗日先锋军布告」，宣布红军东征的目的师准备对日作战，红军实行保护爱国运动、保护革命人民、保护工农利益、保护知识分子、保护民族工商业的政策，并向全国再次发出停止一切内战、一致对日的号召。;;;;;;;;;;;;;x
Event1000077option;出发;;;;;;;;;;;;;x
Event1000078title;共匪进攻山西;;;;;;;;;;;;;x
Event1000078desc;据报，大批共匪已渡过黄河进攻山西，他们是有备而来。;;;;;;;;;;;;;x
Event1000078option;剿灭共匪;;;;;;;;;;;;;x
Event1000079title;东征战役结束;;;;;;;;;;;;;x
Event1000079desc;红军全部西渡黄河，返回陕甘苏区休整，东征战役失败。此战迫使山西军阀在陕甘苏区的军队回援，红军补充兵员约八千人，筹款30余万元，红28军军长刘志丹牺牲。;;;;;;;;;;;;;x
Event1000079option;……;;;;;;;;;;;;;x
Event1000080title;共匪已从山西撤退;;;;;;;;;;;;;x
Event1000080desc;共匪有自知之明，我们的主力部队与蒋介石的援军吓退了他们，然而山西如今却陷入蒋介石“中央化”的危险。;;;;;;;;;;;;;x
Event1000080option;……;;;;;;;;;;;;;x
Event1100081title;国民党反动派在上海逮捕七君子;;;;;;;;;;;;;x
Event1100081subtitle;九州生气恃风雷，万马齐喑究可哀。;;;;;;;;;;;;;x
Event1100081desc;1936年5月，“全国各界救国联合会”在上海成立。全国20多个大城市，50多个团体代表出席了成立大会。大会发表宣布，呼吁停止一切内战，释放政治犯，建立一个统一的抗敌政权。大会选举了马相伯、宋庆龄、何香凝、沈钧儒、邹韬奋、章乃器、史良、王造时、李公朴、沙千里、陶行知等40余人为执行委员。\n1936年7月15日，沈钧儒、章乃器、陶行知、邹韬奋发表了《团结御侮的几个基本条件与最低要求》一文，表示赞同中共提出的停止内战，组成抗日民族统一战线的主张，要求国民党政府停止“剿共”，一致对外。这篇文章在全国各界影响很大。国民党反动派与日本帝国主义对“救国会”的活动十分恼火，日本驻沪总领事若杉即命令领事约见国民党上海市政府秘书长俞鸿钧，要求逮捕救国会成员。1936年11月23日晨，在上海非法逮捕了沈钧儒、章乃器、邹韬奋、史良、李公朴、王造时、沙千里等七人。\n七君子被捕后，社会各界的反响极大，全国人民以及海外爱国华侨纷纷向当时的政府提出抗议，“社会各界救国联合会”发表紧急《宣言》和《告全国同胞书》，宋庆龄、李宗仁与白崇禧等政要人士也分别发表声明表示营救。1937年4月2日，中共中央发表了《对沈、章诸氏被起诉宣言》，要求立即“释放沈、邹、章、李、王、沙、史诸爱国领袖及全体政治犯”。\n4月3日，政府当局不顾海内外人民的强烈抗议，悍然指令江苏省高等法院检察处对沈钧儒等人提起公诉，将沈钧儒等“以危害民国为目的而组织团体，宣传与三民主义不相容之主义”的罪名下狱关押。;;;;;;;;;;;;;x
Event1000081option;“奢言抗日者，杀无赦！”;;;;;;;;;;;;;x
Event1000082title;会宁会师，红军长征胜利结束;;;;;;;;;;;;;x
Event1000082subtitle;不到长城非好汉，屈指行程二万。;;;;;;;;;;;;;x
Event1000082desc;1936.7.1，红二、红四方面军在西康甘孜会师，随即北上。在红一方面军的接应下，红军控制了西兰大道，形成会师的有利局面。9.20，张国焘擅作主张令四方面军放弃北上西出宁夏，遭到了中央和指战员的反对。10.9，红一、红四方面军在甘肃会宁会师。10月22日，红一、红二方面军在宁夏西吉县将台堡会师。至此，红军长征胜利结束。红一方面军长征历时一年，纵横十一省，行程二万五千里。红四方面军长征历时一年零七个月，途经四省，行程近万里。红二方面军长征历时十一个月，途经八省，行程一万六千多里。;;;;;;;;;;;;;x
Event1000082option;红军万岁;;;;;;;;;;;;;x
Event1000083title;五五宪草;;;;;;;;;;;;;x
Event1000083desc;1936.5.5，中华民国立法院公布了《中华民国宪法草案》。它规定国家最高权力机关是国民大会，每届任期六年，每三年召开一次，不设常设机构，常时权力归总统。国民政府设行政、立法、考试、司法、监察五院。总统是国家元首也是行政首脑，行政院对总统负责，行政院下属各部首长由总统任命。立法院是最高立法机关，但议决一应法律均需先经过行政会议议决，总统对立法院的决议有权提请复议。\n这部宪法给国民党反动派搞了一套西式的坛坛罐罐来包装蒋介石的独裁政权，并使蒋介石的个人独裁合法化。它遭到了全国有识之士的一致反对，最终也因时局变化未能够真正生效。;;;;;;;;;;;;;x
Event1000083option;“世界潮流，浩浩荡荡，顺之则昌，逆之则亡。”;;;;;;;;;;;;;x
Event1000084title;西路军出征;;;;;;;;;;;;;x
Event1000084subtitle;忽见陌头杨柳色，悔教夫婿觅封侯。;;;;;;;;;;;;;x
Event1000084desc;为完成国际任务，实现夺取宁夏的战略计划，中共中央、中革军委于10月11日下达了「十月份作战纲领」，意在控制西兰大道，进而徐图宁夏，并以朱德、张国焘为红军总司令、总政委，根据中央命令指挥三个方面军。\n24日，毛泽东、周恩来提出先行击破北进之敌，“非击破南敌无法向北”。\n25日，根据中央军委最初的战略构想，红30军先行渡过黄河。中央军委遂计划以二、四方面军主力进入打拉池地区，指出下一步重点首先在击破南敌，并命令红四方面军“以九军以外一个军接（着）三十军渡河”。张国焘以红军总部名义发电中央，表示四方面军主力应尽速渡河。\n26日，张国焘擅自命令红9军、红四方面军指挥部西渡黄河。\n27日，彭德怀、聂荣臻电告中央：张国焘破坏战役计划。徐向前、陈昌浩像朱、张提议四方面军应立即全军渡河，被拒。\n28日，为阻击南敌的猛追，加强三个方面军的协同作战，中革军委任命彭德怀为前敌总指挥兼政委，刘伯承任参谋长，准备组织海打战役，重点打击胡宗南部；并致电红军总部、各方面军指挥部、各军指挥部：“目前我们已处在转变关头，三个方面军紧靠作战则有利，分散作战（则）削弱，有受敌人隔断并各个击;;;;;;;;;;;;;x
Event1000084option;漫漫征途;;;;;;;;;;;;;x
Event1000085title;共匪突进甘肃;;;;;;;;;;;;;x
Event1000085desc;共匪的一支游击队进入了甘肃，意图不明。马家军必须联合起来，蒋介石也答应派兵支援我们。;;;;;;;;;;;;;x
Event1000085option;消灭共匪;;;;;;;;;;;;;x
Event1000087title;西征失败;;;;;;;;;;;;;x
Event1000087desc;我河西部队已失根据，身陷绝境连连惨败，数千同志惨遭屠戮，中央正以各方渠道交涉，并令刘伯承、张浩组织援西军接应他们回陕。;;;;;;;;;;;;;x
Event1000087option;西路军同志千古;;;;;;;;;;;;;x
Event1000088title;共匪占领宁夏;;;;;;;;;;;;;x
Event1000088desc;我们难以抵挡共匪凌厉的攻势，省府银川已被占领，部分部队和民团业已被共匪收编。;;;;;;;;;;;;;x
Event1000088option;……;;;;;;;;;;;;;x
Event1000089title;西征胜利;;;;;;;;;;;;;x
Event1000089desc;我河西部队成功夺取宁夏，完成了中央下达的战略任务，并接收到了苏联的援助。;;;;;;;;;;;;;x
Event1000089option;令人兴奋;;;;;;;;;;;;;x
Event1000090title;绥远遭受攻击;;;;;;;;;;;;;x
Event1000090desc;日本侵略者在察北建立了伪蒙古军政府，并向绥远悍然发动进攻。我们受到了各方面的支持，整个中华民族都在看着我们，我们决不准日伪军越雷池一步！;;;;;;;;;;;;;x
Event1000090option;军人的职责;;;;;;;;;;;;;x
Event1000091title;锡拉木伦庙事件;;;;;;;;;;;;;x
Event1000091desc;按照宋哲元的计划，1936年3月金宪章召集旧部四十余人，前往蒙古投奔日军，被编入王英“大汉义军”部，任旅长。金宪章投奔日军不久，日本关东军参谋长坂垣征四郎指挥四万蒙古军进攻绥远时，金宪章暗中告知绥远省主席兼第三十五军军长傅作义，由于傅作义提前准备了破敌之策，随使蒙古军在百灵庙大败。日本顾问小滨大佐断定此次大败原因必是有人泄露了作战计划，于是命令将守卫锡拉木伦庙的蒙古骑兵第七师穆克登宝部换防成王英部。穆、王两部换防时，金宪章乘机率已部兵士哗变，袭击蒙古军穆克登宝部，枪决了日军顾问小滨大佐等二十七人，之后率部反正。;;;;;;;;;;;;;x
Event1000091option;欢迎他们;;;;;;;;;;;;;x
Event1000092title;绥远抗战失败;;;;;;;;;;;;;x
Event1000092desc;我们没有成功保卫绥远，辜负了全民族的期望。;;;;;;;;;;;;;x
Event1000092option;……;;;;;;;;;;;;;x
Event1000093title;我们的军事进攻成功了;;;;;;;;;;;;;x
Event1000093desc;我们秉承着祖先成吉思汗的伟大精神，收复了蒙古的固有疆土，民族复兴大业指日可待。;;;;;;;;;;;;;x
Event1000093option;万岁;;;;;;;;;;;;;x
Event1000094title;我们的军事进攻失败;;;;;;;;;;;;;x
Event1000094desc;我们无法战胜傅作义的绥军，他们已经粉碎了我们的进攻。;;;;;;;;;;;;;x
Event1000094option;……;;;;;;;;;;;;;x
Event1000095title;绥远抗战胜利;;;;;;;;;;;;;x
Event1000095desc;中国各界都曾与绥战以援助，爱国群众纷纷对绥军捐款。在日商纱厂比较集中的上海与青岛，都因抗议日寇侵绥而爆发了五卅运动以来规模最大的罢工斗争。李宗仁、白崇禧、张学良、杨虎城都曾向蒋介石请缨抗战，遭拒。宋哲元与韩复榘一度会晤于南宫，商讨援绥事项，遭到蒋介石的阻挠。\n震惊中外的绥远抗战最终胜利，绥军不负全民族的期望，粉碎了日伪军的侵略，使伪蒙古军政府渐渐名存实亡。绥远抗战的胜利是中国军队自1933年长城抗战以来的第一次胜利，极大地鼓舞了全国人民的抗日斗志。;;;;;;;;;;;;;x
Event1000095option;中国不亡;;;;;;;;;;;;;x
Event1000096title;胡汉民逝世，蒋介石宣布对粤桂军的五条建议;;;;;;;;;;;;;x
Event1000096desc;1935年末，陈济棠派人前往南京述职。蒋介石向其透露了解决新桂系的方针，并要求陈济棠配合。陈济棠深知假途灭虢、唇亡齿寒之理，遂与新桂系联系反蒋。\n1936.5.12，国民党元老，反蒋派人物，粤系名义领袖胡汉民逝世。蒋介石趁此机会宣布对粤桂军的五条“建议”，吞并粤桂的意图昭然若揭。;;;;;;;;;;;;;x
Event1000096option;看看他们的反应;;;;;;;;;;;;;x
Event1000097title;陈济棠通电反蒋;;;;;;;;;;;;;x
Event1000097desc;1936.6.1，粤桂组织国民党西南执行部和国民政府西南政务委员会，通电全国斥蒋，并称两广愿意与日寇决一死战，要求蒋介石立即停止内战。陈济棠遂出任西南政务委员会委员长、联军总司令。;;;;;;;;;;;;;x
Event1000097option1;与蒋对峙;;;;;;;;;;;;;x
Event1000097option2;背水一战;;;;;;;;;;;;;x
Event1000098title;李宗仁通电反蒋;;;;;;;;;;;;;x
Event1000098desc;1936.6.1，粤桂组织国民党西南执行部和国民政府西南政务委员会，通电全国斥蒋，并称两广愿意与日寇决一死战，要求蒋介石立即停止内战。李宗仁遂出任联军副总司令。;;;;;;;;;;;;;x
Event1000099title;粤系内变，祸起萧墙;;;;;;;;;;;;;x
Event1000099desc;蒋介石在广东培植势力多年，陈济棠手下余汉谋早已被蒋收买，许以“广东绥靖公署主任”及“第四路军总司令”。\n7.14，余汉谋向陈济棠发出通牒，要求陈济棠24小时内离开广东，同时出兵向广州进攻，陈济棠所部第二军不战而退，准备迎余汉谋以代替陈济棠，陈济棠所部军心大乱。\n7.15，早为军统许以重利的广东空军司令黄光锐，率领所部飞机北上投蒋。\n陈济棠在广东的势力渐渐被连根拔起，18日，陈济棠前往香港，宣布下野。;;;;;;;;;;;;;x
Event1000099option;非常好;;;;;;;;;;;;;x
Event1000100title;蒋桂和解，两广事变和平解决;;;;;;;;;;;;;x
Event1000100desc;陈济棠倒台后，李宗仁、白崇禧独木难支，而蒋派内部亦发生不和现象。\n8月初，蒋桂双方不断派人互相试探，刘斐，朱培德，程潜，居正等人不停来回南宁和广州，劝说双方各退一步。最后新桂系提出，中央停止进逼地方，维持广西现状不变，日人如更进一步，立即全面抗战，战端一起，广西立即出兵。在此基础上，新桂系宣布服从蒋之领导，不再争夺中央名器。\n9月4日，国民政府和军委会发布命令，李、白二人和桂系大小官员之职位不变，新桂系官员则隆重在南宁就职，宣布服从中央。两广事变和平解决。;;;;;;;;;;;;;x
Event1000100option;……;;;;;;;;;;;;;x
Event1000101title;刘湘之死;;;;;;;;;;;;;x
Event1000101desc;刘湘是中国少数积极抗战的地方实力派之一，他曾让出重庆给蒋介石作陪都，并且亲自带领部队奔赴前线。而四川也是抗战时期贡献最大的省，川军诸多英勇事迹流传至今。\n1937.11.23，刘湘征苏途中胃病复发，大口吐血，昏迷中被护送至芜湖医院，28日送汉口万国医院就医，经抢救苏醒。\n1938.1.20，刘湘在汉口去世。死前他留有遗嘱：“抗战到底，始终不渝，即敌军一日不退出国境，川军则一日誓不还乡！”1.22，国民政府主席林森明令褒恤，追赠刘湘陆军一级上将，各界纷纷悼念，2.14，国民政府颁令准予国葬。1939.9.19，在成都为刘湘举行了极隆重的国葬典礼。\n刘湘死前，蒋介石图川已久。抗战军兴，蒋介石兼顾内斗，他动用一贯手法，将川军分散投入各个战区，而刘湘手里只剩下第二十三集团军总司令一职。刘湘在汉口修养时，蒋介石趁机命令第二十三集团军总司令由唐式遵接任，刘湘的军权被彻底免去。刘湘逝世之后，四川省主席由张群接任，四川彻底“中央化”。;;;;;;;;;;;;;x
Event1000101option1;长歌当哭，逝者已矣。;;;;;;;;;;;;;x
Event1000101option2;反对中央化;;;;;;;;;;;;;x
Event1000102title;我们败给了蒋介石;;;;;;;;;;;;;x
Event1000102desc;我们终究没有摆脱被消灭的命运，不管后世如何评价我们，我们永远也不会后悔。;;;;;;;;;;;;;x
Event1000102option;苦涩的结果;;;;;;;;;;;;;x
Event1000104title;胜利;;;;;;;;;;;;;x
Event1000104desc;我们消灭了$FROMCOUNTRY$，离统一更近了一步。;;;;;;;;;;;;;x
Event1000104option;两广平定指日可待！;;;;;;;;;;;;;x
Event1000105title;我们被粤桂联军击败了;;;;;;;;;;;;;x
Event1000105desc;我们的军事行动全面失败，政府内部也有人出现了离心倾向，我们已经没有办法抵抗下去。;;;;;;;;;;;;;x
Event1000105option;这是为什么;;;;;;;;;;;;;x
Event1000106title;推翻蒋介石;;;;;;;;;;;;;x
Event1000106desc;蒋光头被我们送进了坟墓，下一位该考虑是哪个日本人了。;;;;;;;;;;;;;x
Event1000106option;大事可期;;;;;;;;;;;;;x
Event1000108title;$FROMCOUNTRY$战败;;;;;;;;;;;;;x
Event1000108desc;我们消灭了$FROMCOUNTRY$，离统一更近了一步。;;;;;;;;;;;;;x
Event1000108option;令人欣慰;;;;;;;;;;;;;x
Event1000107title;我们战败了;;;;;;;;;;;;;x
Event1000107desc;我们的军事行动全面失败，蒋介石居中央名器已久，我们实在是无可奈何。;;;;;;;;;;;;;x
Event1000107option;苦涩的结果;;;;;;;;;;;;;x
Event1000110title;$FROMCOUNTRY$战败;;;;;;;;;;;;;x
Event1000110desc;在全国人民的大团结之下，任何剥削人民、压迫人民的反动军阀都是螳臂当车，$FROMCOUNTRY$就是这样一个例子。$FROMCOUNTRY$军阀政权的倒台，告诉了人们，在中国共产党的领导下，人民的觉醒暴风必将横扫全中国！;;;;;;;;;;;;;x
Event1000110option;解放全中国;;;;;;;;;;;;;x
Event1000111title;共匪击败了我们;;;;;;;;;;;;;x
Event1000111desc;我们无法抵挡共产党的攻势，我们的政权只能到此为止。;;;;;;;;;;;;;x
Event1000111option;苦涩的结果;;;;;;;;;;;;;x
Event1000112title;$FROMCOUNTRY$战败;;;;;;;;;;;;;x
Event1000112desc;我们取得了进一步的结果，$FROMCOUNTRY$已经毁灭，国防政府的力量将会更强大。;;;;;;;;;;;;;x
Event1000112option;为了祖国;;;;;;;;;;;;;x
Event1000113title;战败;;;;;;;;;;;;;x
Event1000113desc;我们被所谓的西北国防政府打得溃不成军，我们如今只有投降了。;;;;;;;;;;;;;x
Event1000113option;难道这就是时代的潮流？;;;;;;;;;;;;;x
Event1000114title;胜利;;;;;;;;;;;;;x
Event1000114desc;$FROMCOUNTRY$的军队已经被我们打散架了，现在我们的士兵正在享受他们的财富和女人。;;;;;;;;;;;;;x
Event1000114option;大事可期;;;;;;;;;;;;;x
Event1000115title;我们战败了;;;;;;;;;;;;;x
Event1000115desc;我们没有办法继续与$FROMCOUNTRY$战斗了，我们将要向他们投降。;;;;;;;;;;;;;x
Event1000115option;苦涩的结果;;;;;;;;;;;;;x
Event1000116title;我们战胜了共匪;;;;;;;;;;;;;x
Event1000116desc;共匪的顽强抵抗最终被我们突破，中国从此没有马列主义的军队了！;;;;;;;;;;;;;x
Event1000116option;令人激动;;;;;;;;;;;;;x
Event1000117title;战败;;;;;;;;;;;;;x
Event1000117desc;国民党反动派的军事武装过于强大，中国革命失败了。;;;;;;;;;;;;;x
Event1000117option;无天梦魇;;;;;;;;;;;;;x
Event1000118title;我们战胜了蒋介石;;;;;;;;;;;;;x
Event1000118desc;尽管蒋介石据中央之名，天下仍为有能者居之。;;;;;;;;;;;;;x
Event1000118option;令人激动;;;;;;;;;;;;;x
Event1000119title;战败;;;;;;;;;;;;;x
Event1000119desc;我们被$FROMCOUNTRY$击败了。;;;;;;;;;;;;;x
Event1000119option;这怎么可能？;;;;;;;;;;;;;x
Event1000120title;国民党反动派已经全面溃败;;;;;;;;;;;;;x
Event1000120desc;在伟大的中国人民坚决斗争之下，国民党反动派已经全面溃败，其政治、经济、军事已然千疮百孔，在他们的阵营内部人人自危，有的已经向我们低头，想求得人民的原谅。;;;;;;;;;;;;;x
Event1000120option;解放全中国;;;;;;;;;;;;;x
Event1000121title;共匪击败了我们;;;;;;;;;;;;;x
Event1000121desc;我们已经无法抵抗，最高领袖蒋介石将要遭受他们的审判，我们的民众对他们的到来翘首以盼，我们也许无法复国了。;;;;;;;;;;;;;x
Event1000121option;南望王师又一年，王师还剩几个连。;;;;;;;;;;;;;x
Event1000122title;伟大的胜利;;;;;;;;;;;;;x
Event1000122desc;国民党反动派所谓之“讨逆军”实为乌合之众，中华民族的怒火无惧任何敌人。;;;;;;;;;;;;;x
Event1000122option;令人激动;;;;;;;;;;;;;x
Event1000123title;可耻的战败;;;;;;;;;;;;;x
Event1000123desc;在蒋委员长被杀之后，叛逆分子又击垮了我们的军队。;;;;;;;;;;;;;x
Event1000123option;难道这就是时代的潮流？;;;;;;;;;;;;;x
Event1000124title;胜利;;;;;;;;;;;;;x
Event1000124desc;叛逆分子已经无路可走，何委员长将带领我们走向未来。;;;;;;;;;;;;;x
Event1000124option;令人激动;;;;;;;;;;;;;x
Event1000125title;战败;;;;;;;;;;;;;x
Event1000125desc;我们的准备仍然不充足，我们最终不敌南京的反动派。;;;;;;;;;;;;;x
Event1000125option;苦涩的结果;;;;;;;;;;;;;x
Event1000126title;胜利;;;;;;;;;;;;;x
Event1000126desc;我们击败了所谓西北国防政府，他们的军队落花流水;;;;;;;;;;;;;x
Event1000126option;大事可期;;;;;;;;;;;;;x
Event1000127title;战败;;;;;;;;;;;;;x
Event1000127desc;$FROMCOUNTRY$击败了我们，我们的事业半路夭折了。;;;;;;;;;;;;;x
Event1000127option;苦涩的结果;;;;;;;;;;;;;x
Event1000128title;征服日本;;;;;;;;;;;;;x
Event1000128desc;我们最终消灭了日本侵略者，取得了无限光辉的胜利，在抗日战争中牺牲的烈士永垂不朽！;;;;;;;;;;;;;x
Event1000128option;中华民族万岁;;;;;;;;;;;;;x
Event1000129title;大东亚圣战失败;;;;;;;;;;;;;x
Event1000129desc;我们被支那人打败了，$FROMCOUNTRY$给了我们最后的一击，帝国的事业被粉碎了，我们的奋斗终究变成了泡影。;;;;;;;;;;;;;x
Event1000129option;苦涩的结果;;;;;;;;;;;;;x
Event1000130title;$FROMCOUNTRY$战败;;;;;;;;;;;;;x
