xxxx;;;;;;;;;;;;;;x
PROV134;134阿格斯卡雷特;;;;;;;;;;X
PROV135;135诺德兰;;;;;;;;;;X
PROV136;136韦斯特菲耶尔;;;;;;;;;;X
PROV137;137肖莫蒂斯;;;;;;;;;;X
PROV138;138约克莫克市 ;;;;;;;;;;X
PROV139;139极圈;;;;;;;;;;X
PROV140;140佩洛;;;;;;;;;;X
PROV141;141锡尔卡科斯基;;;;;;;;;;X
PROV142;142科尔瓦拉;;;;;;;;;;X
PROV143;143凯米湖;;;;;;;;;;X
PROV144;144萨拉;;;;;;;;;;X
PROV145;145苔原;;;;;;;;;;X
PROV146;146泽罗科尔维察;;;;;;;;;;X
PROV147;147印加;;;;;;;;;;X
PROV148;148沃斯托钦奥伊;;;;;;;;;;X
PROV149;149克拉斯诺谢利耶;;;;;;;;;;X
PROV150;150卡尔穆尼-瓦雷;;;;;;;;;;X
PROV151;151克皮纳;;;;;;;;;;X
PROV152;152梅格拉;;;;;;;;;;X
PROV153;153希尔博格港 ;;;;;;;;;;X
PROV154;154比约洛内斯 ;;;;;;;;;;X
PROV155;155赛德瓦卢斯彭;;;;;;;;;;X
PROV156;156施托伊登;;;;;;;;;;X
PROV157;157卡拉特;;;;;;;;;;X
PROV158;158武奥勒里姆;;;;;;;;;;X
PROV159;159上卡利克斯;;;;;;;;;;X
PROV160;160托尔内奥;;;;;;;;;;X
PROV161;161罗瓦涅米;;;;;;;;;;X
PROV162;162奥蒂;;;;;;;;;;X
PROV163;163伊索韦尔;;;;;;;;;;X
PROV164;164阿拉库尔蒂;;;;;;;;;;X
PROV165;165坎达拉克沙;;;;;;;;;;X
PROV166;166温巴;;;;;;;;;;X
PROV167;167阿努夫里耶夫斯基;;;;;;;;;;X
PROV168;168奥莱希尼察 ;;;;;;;;;;X
PROV169;169瓦尔祖加 ;;;;;;;;;;X
PROV170;170斯特列利纳地区 ;;;;;;;;;;X
PROV171;171科拉别利诺耶地区 ;;;;;;;;;;X
PROV172;172摩城 ;;;;;;;;;;X
PROV173;173斯列罗盖塞;;;;;;;;;;X
PROV174;174拉巴斯 ;;;;;;;;;;X
PROV175;175北博滕县 ;;;;;;;;;;X
PROV176;176托拉尧尔 ;;;;;;;;;;X
PROV177;177拉纳 ;;;;;;;;;;X
PROV178;178卡利克斯 ;;;;;;;;;;X
PROV179;179托尔尼奥 ;;;;;;;;;;X
PROV180;180萨蒙里弗西莫约基 ;;;;;;;;;;X
PROV181;181萨姆加努拉湖 ;;;;;;;;;;X
PROV182;182凯米耶尔维 ;;;;;;;;;;X
PROV183;183泽列诺博尔斯基 ;;;;;;;;;;X
PROV184;184北德文斯克 ;;;;;;;;;;X
PROV185;185卡文郡 ;;;;;;;;;;X
PROV186;186库塞拉 ;;;;;;;;;;X
PROV187;187内斯纳 ;;;;;;;;;;X
PROV188;188卡利克斯市 ;;;;;;;;;;X
PROV189;189莱斯瓦尔 ;;;;;;;;;;X
PROV190;190阿尔耶普卢格市 ;;;;;;;;;;X
PROV191;191库敖来伊奥雷;;;;;;;;;;X
PROV192;192哈拉斯 ;;;;;;;;;;X
PROV193;193卢莱 ;;;;;;;;;;X
PROV194;194海波拉 ;;;;;;;;;;X
PROV195;195维尼亚 ;;;;;;;;;;X
PROV196;196利沃河 ;;;;;;;;;;X
PROV197;197欧朗阿 ;;;;;;;;;;X
PROV198;198列索扎沃茨克 ;;;;;;;;;;X
PROV199;199拉波明卡 ;;;;;;;;;;X
PROV200;200唐娜 ;;;;;;;;;;X
PROV201;201奥克斯峰 ;;;;;;;;;;X
PROV202;202于姆福什 ;;;;;;;;;;X
PROV203;203乌德湖 ;;;;;;;;;;X
PROV204;204吕勒奥 ;;;;;;;;;;X
PROV205;205科布达利斯 ;;;;;;;;;;X
PROV206;206博登 ;;;;;;;;;;X
PROV207;207伊利卡尔帕亚;;;;;;;;;;X
PROV208;208普达斯耶尔维 ;;;;;;;;;;X
PROV209;209库萨莫 ;;;;;;;;;;X
PROV210;210扎雷岑斯克;;;;;;;;;;X
PROV211;211泰尼诺 ;;;;;;;;;;X
PROV212;212莫舍恩 ;;;;;;;;;;X
PROV213;213布雷克瓦斯里;;;;;;;;;;X
PROV214;214索舍勒市 ;;;;;;;;;;X
PROV215;215索舍勒 ;;;;;;;;;;X
PROV216;216斯拉格奈斯 ;;;;;;;;;;X
PROV217;217穆斯库塞尔 ;;;;;;;;;;X
PROV218;218艾尔夫斯宾 ;;;;;;;;;;X
PROV219;219奥尔哈瓦 ;;;;;;;;;;X
PROV220;220基明基 ;;;;;;;;;;X
PROV221;221卡拉马湖 ;;;;;;;;;;X
PROV222;222霍萨 ;;;;;;;;;;X
PROV223;223库玛 ;;;;;;;;;;X
PROV224;224库帕 ;;;;;;;;;;X
PROV225;225安巴尔内 ;;;;;;;;;;X
PROV226;226布伦讷于松 ;;;;;;;;;;X
PROV227;227拉克斯福什 ;;;;;;;;;;X
PROV228;228泰纳比 ;;;;;;;;;;X
PROV229;229安卡松德 ;;;;;;;;;;X
PROV230;230霍尔姆舍;;;;;;;;;;X
PROV231;231阿瓦维肯 ;;;;;;;;;;X
PROV232;232阿尔维斯尧尔市 ;;;;;;;;;;X
PROV233;233皮特河 ;;;;;;;;;;X
PROV234;234奥卢市 ;;;;;;;;;;X
PROV235;235尤奥尔库纳 ;;;;;;;;;;X
PROV236;236普奥兰卡 ;;;;;;;;;;X
PROV237;237利沃 ;;;;;;;;;;X
PROV238;238卡勒瓦拉 ;;;;;;;;;;X
PROV239;239洛维 ;;;;;;;;;;X
PROV240;240卡累利阿 ;;;;;;;;;;X
PROV241;241科尔沃雷德 ;;;;;;;;;;X
PROV242;242托斯波特恩;;;;;;;;;;X
PROV243;243克鲁肯市 ;;;;;;;;;;X
PROV244;244迪卡奈斯 ;;;;;;;;;;X
PROV245;245贡纳;;;;;;;;;;X
PROV246;246克里斯蒂娜贝里 ;;;;;;;;;;X
PROV247;247马尔 ;;;;;;;;;;X
PROV248;248费尔福什 ;;;;;;;;;;X
PROV249;249拉赫 ;;;;;;;;;;X
PROV250;250瓦拉 ;;;;;;;;;;X
PROV251;251金崎 ;;;;;;;;;;X
PROV252;252阿姆曼萨安;;;;;;;;;;X
PROV253;253彭加 ;;;;;;;;;;X
PROV254;254托帕泽 ;;;;;;;;;;X
PROV255;255科米 ;;;;;;;;;;X
PROV256;256奥森 ;;;;;;;;;;X
PROV257;257纳姆索斯 ;;;;;;;;;;X
PROV258;258略尔维克 ;;;;;;;;;;X
PROV259;259萨克斯奈斯 ;;;;;;;;;;X
PROV260;260威廉敏娜市 ;;;;;;;;;;X
PROV261;261卡蒂萨万 ;;;;;;;;;;X
PROV262;262吕克瑟勒 ;;;;;;;;;;X
PROV263;263屈斯福什 ;;;;;;;;;;X
PROV264;264于派里 ;;;;;;;;;;X
PROV265;265兰齐拉 ;;;;;;;;;;X
PROV266;266里斯蒂耶尔维 ;;;;;;;;;;X
PROV267;267金塔 ;;;;;;;;;;X
PROV268;268卡勒瓦拉 ;;;;;;;;;;X
PROV269;269卡累利阿 ;;;;;;;;;;X
PROV270;270巴巴拉斯 ;;;;;;;;;;X
PROV271;271列特尼亚亚 ;;;;;;;;;;X
PROV272;272纳姆达尔塞德 ;;;;;;;;;;X
PROV273;273瑟利;;;;;;;;;;X
PROV274;274耶代德 ;;;;;;;;;;X
PROV275;275多罗泰阿市 ;;;;;;;;;;X
PROV276;276奥瑟勒 ;;;;;;;;;;X
PROV277;277瓦格赫拉 ;;;;;;;;;;X
PROV278;278比特赖斯克 ;;;;;;;;;;X
PROV279;279谢莱夫特奥 ;;;;;;;;;;X
PROV280;280阿拉维耶斯卡 ;;;;;;;;;;X
PROV281;281基尔普阿 ;;;;;;;;;;X
PROV282;282克塞 ;;;;;;;;;;X
PROV283;283迈努阿 ;;;;;;;;;;X
PROV284;284伦蒂拉 ;;;;;;;;;;X
PROV285;285科斯托穆克萨 ;;;;;;;;;;X
PROV286;286耶泽罗 ;;;;;;;;;;X
PROV287;287雄巴 ;;;;;;;;;;X
PROV288;288克姆 ;;;;;;;;;;X
PROV289;289奥尔洛夫斯基 ;;;;;;;;;;X
PROV290;290巴库 ;;;;;;;;;;X
PROV291;291特隆赫姆 ;;;;;;;;;;X
PROV292;292奥菲尤尔 ;;;;;;;;;;X
PROV293;293斯泰恩谢尔 ;;;;;;;;;;X
PROV294;294胡塔根 ;;;;;;;;;;X
PROV295;295塔霍河 ;;;;;;;;;;X
PROV296;296永瑟勒 ;;;;;;;;;;X
PROV297;297汉拿 ;;;;;;;;;;X
PROV298;298厄特赖斯克 ;;;;;;;;;;X
PROV299;299温德恩 ;;;;;;;;;;X
PROV300;300科科拉 ;;;;;;;;;;X
PROV301;301维耶斯卡 ;;;;;;;;;;X
PROV302;302普尔基拉 ;;;;;;;;;;X
PROV303;303奥坦迈基 ;;;;;;;;;;X
PROV304;304卡亚尼 ;;;;;;;;;;X
PROV305;305兰斯基 ;;;;;;;;;;X
PROV306;306库赫莫 ;;;;;;;;;;X
PROV307;307鲁戈泽罗 ;;;;;;;;;;X
PROV308;308北德文斯克 ;;;;;;;;;;X
PROV309;309白海城 ;;;;;;;;;;X
PROV310;310索斯诺夫卡 ;;;;;;;;;;X
PROV311;311阿尔汉格尔斯克 ;;;;;;;;;;X
PROV312;312恰索文斯卡亚 ;;;;;;;;;;X
PROV313;313布雷克斯塔 ;;;;;;;;;;X
PROV314;314圣乔治 ;;;;;;;;;;X
PROV315;315和斯彻达尔 ;;;;;;;;;;X
PROV316;316梅罗克 ;;;;;;;;;;X
PROV317;317克里斯蒂安斯塔德 ;;;;;;;;;;X
PROV318;318拉姆瑟勒 ;;;;;;;;;;X
PROV319;319孙讷什塔 ;;;;;;;;;;X
PROV320;320弗雷德里卡 ;;;;;;;;;;X
PROV321;321北马灵市 ;;;;;;;;;;X
PROV322;322于默奥 ;;;;;;;;;;X
PROV323;323托霍兰皮 ;;;;;;;;;;X
PROV324;324萨尔扬基拉;;;;;;;;;;X
PROV325;325皮汉泰;;;;;;;;;;X
PROV326;326松卡耶尔维 ;;;;;;;;;;X
PROV327;327曼塞尔克;;;;;;;;;;X
PROV328;328皮耶利斯湖 ;;;;;;;;;;X
PROV329;329瑟克尔加 ;;;;;;;;;;X
PROV330;330佩尔托泽罗地区 ;;;;;;;;;;X
PROV331;331索斯诺韦茨 ;;;;;;;;;;X
PROV332;332苏姆斯基波萨特 ;;;;;;;;;;X
PROV333;333利亚姆察 ;;;;;;;;;;X
PROV334;334基扬达 ;;;;;;;;;;X
PROV335;335新德文斯克 ;;;;;;;;;;X
PROV336;336奥斯特罗先格伊斯基 ;;;;;;;;;;X
PROV337;337欧尔 ;;;;;;;;;;X
PROV338;338斯沃尔克穆 ;;;;;;;;;;X
PROV339;339克拉林根 ;;;;;;;;;;X
PROV340;340斯图利恩 ;;;;;;;;;;X
PROV341;341耶尔彭 ;;;;;;;;;;X
PROV342;342博里瓦特讷 ;;;;;;;;;;X
PROV343;343奈索克 ;;;;;;;;;;X
PROV344;344德格尔松;;;;;;;;;;X
PROV345;345比约纳 ;;;;;;;;;;X
PROV346;346皮耶塔尔萨里 ;;;;;;;;;;X
PROV347;347雷斯耶尔维 ;;;;;;;;;;X
PROV348;348皮海湖 ;;;;;;;;;;X
PROV349;349基乌鲁韦西 ;;;;;;;;;;X
PROV350;350赛伦 ;;;;;;;;;;X
PROV351;351努尔梅斯 ;;;;;;;;;;X
PROV352;352皮耶利宁 ;;;;;;;;;;X
PROV353;353帕达内 ;;;;;;;;;;X
PROV354;354贝斯特里亚吉 ;;;;;;;;;;X
PROV355;355纳沃伊 ;;;;;;;;;;X
PROV356;356马连加城 ;;;;;;;;;;X
PROV357;357索洛泽罗 ;;;;;;;;;;X
PROV358;358塔拉索沃 ;;;;;;;;;;X
PROV359;359翁加 ;;;;;;;;;;X
PROV360;360克里斯蒂安 ;;;;;;;;;;X
PROV361;361林达尔 ;;;;;;;;;;X
PROV362;362斯特伦 ;;;;;;;;;;X
PROV363;363蒂达尔 ;;;;;;;;;;X
PROV364;364哈伦 ;;;;;;;;;;X
PROV365;365厄斯特松德市 ;;;;;;;;;;X
PROV366;366哈马斯特兰德 ;;;;;;;;;;X
PROV367;367索莱夫特奥 ;;;;;;;;;;X
PROV368;368恩舍尔兹维克市 ;;;;;;;;;;X
PROV369;369瓦萨 ;;;;;;;;;;X
PROV370;370韦泰利 ;;;;;;;;;;X
PROV371;371皮赫蒂普达斯 ;;;;;;;;;;X
PROV372;372凯泰莱湖 ;;;;;;;;;;X
PROV373;373莱派拉赫蒂 ;;;;;;;;;;X
PROV374;374尤安科斯基 ;;;;;;;;;;X
PROV375;375列克萨 ;;;;;;;;;;X
PROV376;376帕哈拉姆皮;;;;;;;;X
PROV377;377叶夫戈拉地区 ;;;;;;;;;;X
PROV378;378谢格扎 ;;;;;;;;;;X
PROV379;379诺夫哥罗德 ;;;;;;;;;;X
PROV380;380马罗苏伊卡;;;;;;;;;;X
PROV381;381奥涅加湖 ;;;;;;;;;;X
PROV382;382穆季尤加 ;;;;;;;;;;X
PROV383;383苏维埃茨基 ;;;;;;;;;;X
PROV384;384别列兹尼克 ;;;;;;;;;;X
PROV385;385伊兹亚尤地区 ;;;;;;;;;;X
PROV386;386奥勒松 ;;;;;;;;;;X
PROV387;387莫尔德 ;;;;;;;;;;X
PROV388;388恩甘 ;;;;;;;;;;X
PROV389;389梅尔达尔 ;;;;;;;;;;X
PROV390;390阿伦 ;;;;;;;;;;X
PROV391;391拉蒙德贝里耶 ;;;;;;;;;;X
PROV392;392斯文斯塔维克 ;;;;;;;;;;X
PROV393;393布赖克 ;;;;;;;;;;X
PROV394;394永格 ;;;;;;;;;;X
PROV395;395海讷桑德 ;;;;;;;;;;X
PROV396;396科什奈斯 ;;;;;;;;;;X
PROV397;397拉普阿 ;;;;;;;;;;X
PROV398;398佩尔霍市 ;;;;;;;;;;X
PROV399;399坎农科斯基 ;;;;;;;;;;X
PROV400;400纳尔希拉;;;;;;;;;;X
PROV401;401库奥皮奥 ;;;;;;;;;;X
PROV402;402龙帕拉 ;;;;;;;;;;X
PROV403;403科伊泰雷湖 ;;;;;;;;;;X
PROV404;404迈尔 ;;;;;;;;;;X
PROV405;405卡尔胡迈基 ;;;;;;;;;;X
PROV406;406博文尼克;;;;;;;;;;X
PROV407;407卡尔贾奇科纳;;;;;;;;;;X
PROV408;408沃尔佐戈雷 ;;;;;;;;;;X
PROV409;409龙河 ;;;;;;;;;;X
PROV410;410萨莫杰德 ;;;;;;;;;;X
PROV411;411霍尔莫戈雷 ;;;;;;;;;;X
PROV412;412卢科韦茨基地区 ;;;;;;;;;;X
PROV413;413纳里扬马尔城 ;;;;;;;;;;X
PROV414;414德温斯科伊地区 ;;;;;;;;;;X
PROV415;415戈拉 ;;;;;;;;;;X
PROV416;416因塔 ;;;;;;;;;;X
PROV417;417勒威克 ;;;;;;;;;;X
PROV418;418斯图达尔 ;;;;;;;;;;X
PROV419;419维尔马 ;;;;;;;;;;X
PROV420;420古拉 ;;;;;;;;;;X
PROV421;421乌尔斯贝格 ;;;;;;;;;;X
PROV422;422勒罗斯 ;;;;;;;;;;X
PROV423;423菲奈斯达伦 ;;;;;;;;;;X
PROV424;424拉蒂斯邦 ;;;;;;;;;;X
PROV425;425安吉市 ;;;;;;;;;;X
PROV426;426蒂姆罗;;;;;;;;;;X
PROV427;427塞伊奈约基 ;;;;;;;;;;X
PROV428;428索伊尼 ;;;;;;;;;;X
PROV429;429卡尔斯图拉 ;;;;;;;;;;X
PROV430;430索拉赫蒂 ;;;;;;;;;;X
PROV431;431苏翁泰 ;;;;;;;;;;X
PROV432;432帕拉基;;;;;;;;;;X
PROV433;433伊洛曼齐 ;;;;;;;;;;X
PROV434;434库奥利斯马地区 ;;;;;;;;;;X
PROV435;435彼得罗扎沃茨克 ;;;;;;;;;;X
PROV436;436皮亚利马 ;;;;;;;;;;X
PROV437;437克利沃伊波亚斯 ;;;;;;;;;;X
PROV438;438卡斯卡 ;;;;;;;;;;X
PROV439;439萨温斯基 ;;;;;;;;;;X
PROV440;440奥博泽尔斯基 ;;;;;;;;;;X
PROV441;441哈尔洛沃 ;;;;;;;;;;X
PROV442;442乌斯季皮涅加 ;;;;;;;;;;X
PROV443;443维亚热奥泽罗;;;;;;;;;;X
PROV444;444波尔沙亚-托夫拉;;;;;;;;;;X
PROV445;445叶林纳沃洛克 ;;;;;;;;;;X
PROV446;446叶梅茨克 ;;;;;;;;;;X
PROV447;447波奇托沃耶地区 ;;;;;;;;;;X
PROV448;448卡尔戈维诺地区 ;;;;;;;;;;X
PROV449;449梁赞 ;;;;;;;;;;X
PROV450;450乌斯季瓦加 ;;;;;;;;;;X
PROV451;451别列兹尼基 ;;;;;;;;;;X
PROV452;452贝德福德 ;;;;;;;;;;X
PROV453;453塞尔耶 ;;;;;;;;;;X
PROV454;454沃尔达 ;;;;;;;;;;X
PROV455;455比约克 ;;;;;;;;;;X
PROV456;456洛拉 ;;;;;;;;;;X
PROV457;457德里瓦河 ;;;;;;;;;;X
PROV458;458比约甘 ;;;;;;;;;;X
PROV459;459冈内夫湖 ;;;;;;;;;;X
PROV460;460韦姆达伦 ;;;;;;;;;;X
PROV461;461黑韦尔 ;;;;;;;;;;X
PROV462;462永阿沃克 ;;;;;;;;;;X
PROV463;463松滋瓦尔 ;;;;;;;;;;X
PROV464;464泰乌瓦 ;;;;;;;;;;X
PROV465;465阿拉武斯 ;;;;;;;;;;X
PROV466;466米吕迈基 ;;;;;;;;;;X
PROV467;467佩泰耶韦西 ;;;;;;;;;;X
PROV468;468汉卡萨尔米 ;;;;;;;;;;X
PROV469;469皮耶克赛迈基 ;;;;;;;;;;X
PROV470;470约恩苏 ;;;;;;;;;;X
PROV471;471亚尼斯亚尔维湖 ;;;;;;;;;;X
PROV472;472萨翁林纳湖 ;;;;;;;;;;X
PROV473;473德里夫扬卡;;;;;X
PROV474;474普多日 ;;;;;;;;;;X
PROV475;475安加尔斯克 ;;;;;;;;;;X
PROV476;476北德文斯克 ;;;;;;;;;;X
PROV477;477普列谢茨克 ;;;;;;;;;;X
PROV478;478瓦伊穆沙 ;;;;;;;;;;X
PROV479;479普克索奥泽罗 ;;;;;;;;;;X
PROV480;480克万多泽罗地区 ;;;;;;;;;;X
PROV481;481诺尔明加 ;;;;;;;;;;X
PROV482;482图尔马 ;;;;;;;;;;X
PROV483;483波克舍尼加 ;;;;;;;;;;X
PROV484;484克拉斯诺戈尔斯克 ;;;;;;;;;;X
PROV485;485瓜德罗普 ;;;;;;;;;;X
PROV486;486捷格罗泽罗 ;;;;;;;;;;X
PROV487;487萨拉托夫 ;;;;;;;;;;X
PROV488;488乌斯季瓦加 ;;;;;;;;;;X
PROV489;489罗森达 ;;;;;;;;;;X
PROV490;490努尔菲尤尔埃德 ;;;;;;;;;;X
PROV491;491盖朗厄尔 ;;;;;;;;;;X
PROV492;492莱沙沃克 ;;;;;;;;;;X
PROV493;493耶尔欣 ;;;;;;;;;;X
PROV494;494托尔加 ;;;;;;;;;;X
PROV495;495费森登 ;;;;;;;;;;X
PROV496;496斯韦格 ;;;;;;;;;;X
PROV497;497拉姆舍;;;;;;;;;;X
PROV498;498加尔达 ;;;;;;;;;;X
PROV499;499胡迪克斯瓦尔 ;;;;;;;;;;X
PROV500;500伊索约基 ;;;;;;;;;;X
PROV501;501维拉特 ;;;;;;;;;;X
PROV502;502马特 ;;;;;;;;;;X
PROV503;503于韦斯屈莱 ;;;;;;;;;;X
PROV504;504卡尔维察 ;;;;;;;;;;X
PROV505;505瓦尔考斯 ;;;;;;;;;;X
PROV506;506翁卡莫 ;;;;;;;;;;X
PROV507;507索耶尔维 ;;;;;;;;;;X
PROV508;508普尔贾扎;;;;;;X
PROV509;509乌斯蒂科利纳 ;;;;;;;;;;X
PROV510;510卡尔戈波尔 ;;;;;;;;;;X
PROV511;511尼扬多马城 ;;;;;;;;;;X
PROV512;512沙拉库沙 ;;;;;;;;;;X
PROV513;513克列斯托夫卡 ;;;;;;;;;;X
PROV514;514皮涅加 ;;;;;;;;;;X
PROV515;515卡尔普里 ;;;;;;;;;;X
PROV516;516列舒孔斯科耶 ;;;;;;;;;;X
PROV517;517拉韦拉 ;;;;;;;;;;X
PROV518;518韦尔霍普伊斯基 ;;;;;;;;;;X
PROV519;519乌斯季绍诺沙 ;;;;;;;;;;X
PROV520;520多罗夫斯卡亚 ;;;;;;;;;;X
PROV521;521季莫尼诺 ;;;;;;;;;;X
PROV522;522多尔马托沃 ;;;;;;;;;;X
PROV523;523舍戈瓦雷 ;;;;;;;;;;X
