left_wing_radical_CSY;五四运动;;;;;;;;;;;;;x
leninist_CSY;中国工农党;;;;;;;;;;;;;x
stalinist_CSY;中国共产党;;;;;;;;;;;;;x
CJC;西北军;;;;;;;;;;;;;x
CJC_ADJ;中国的;;;;;;;;;;;;;x
national_socialist_CJC;国家社会主义党;;;;;;;;;;;;;x
fascistic_CJC;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CJC;冀察西北军;;;;;;;;;;;;;x
social_conservative_CJC;保皇党;;;;;;;;;;;;;x
market_liberal_CJC;立宪党;;;;;;;;;;;;;x
social_liberal_CJC;维新党;;;;;;;;;;;;;x
social_democrat_CJC;进步党;;;;;;;;;;;;;x
left_wing_radical_CJC;五四运动;;;;;;;;;;;;;x
leninist_CJC;中国工农党;;;;;;;;;;;;;x
stalinist_CJC;中国共产党;;;;;;;;;;;;;x
CSD;鲁军;;;;;;;;;;;;;x
CSD_ADJ;中国的;;;;;;;;;;;;;x
national_socialist_CSD;国家社会主义党;;;;;;;;;;;;;x
fascistic_CSD;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CSD;鲁系;;;;;;;;;;;;;x
social_conservative_CSD;保皇党;;;;;;;;;;;;;x
market_liberal_CSD;立宪党;;;;;;;;;;;;;x
social_liberal_CSD;维新党;;;;;;;;;;;;;x
social_democrat_CSD;进步党;;;;;;;;;;;;;x
left_wing_radical_CSD;五四运动;;;;;;;;;;;;;x
leninist_CSD;中国工农党;;;;;;;;;;;;;x
stalinist_CSD;中国共产党;;;;;;;;;;;;;x
paternal_autocrat_CSX;晋系;;;;;;;;;;;;;x
national_socialist_CXK;国家社会主义党;;;;;;;;;;;;;x
fascistic_CXK;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CXK;川康系;;;;;;;;;;;;;x
social_conservative_CXK;保皇党;;;;;;;;;;;;;x
market_liberal_CXK;立宪党;;;;;;;;;;;;;x
social_liberal_CXK;维新党;;;;;;;;;;;;;x
social_democrat_CXK;进步党;;;;;;;;;;;;;x
left_wing_radical_CXK;五四运动;;;;;;;;;;;;;x
leninist_CXK;中国工农党;;;;;;;;;;;;;x
stalinist_CXK;中国共产党;;;;;;;;;;;;;x
CXK;西康;;;;;;;;;;;;;x
CXK_ADJ;中国的;;;;;;;;;;;;;x
national_socialist_CSC;国家社会主义党;;;;;;;;;;;;;x
fascistic_CSC;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CSC;川康系;;;;;;;;;;;;;x
social_conservative_CSC;保皇党;;;;;;;;;;;;;x
market_liberal_CSC;立宪党;;;;;;;;;;;;;x
social_liberal_CSC;维新党;;;;;;;;;;;;;x
social_democrat_CSC;进步党;;;;;;;;;;;;;x
left_wing_radical_CSC;五四运动;;;;;;;;;;;;;x
leninist_CSC;中国工农党;;;;;;;;;;;;;x
stalinist_CSC;中国共产党;;;;;;;;;;;;;x
CSC;川军;;;;;;;;;;;;;x
CSC_ADJ;中国的;;;;;;;;;;;;;x
national_socialist_CGD;国家社会主义党;;;;;;;;;;;;;x
fascistic_CGD;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CGD;粤系;;;;;;;;;;;;;x
social_conservative_CGD;保皇党;;;;;;;;;;;;;x
market_liberal_CGD;立宪党;;;;;;;;;;;;;x
social_liberal_CGD;维新党;;;;;;;;;;;;;x
social_democrat_CGD;进步党;;;;;;;;;;;;;x
left_wing_radical_CGD;五四运动;;;;;;;;;;;;;x
leninist_CGD;中国工农党;;;;;;;;;;;;;x
stalinist_CGD;中国共产党;;;;;;;;;;;;;x
CGD;粤军;;;;;;;;;;;;;x
CGD_ADJ;中国的;;;;;;;;;;;;;x
national_socialist_CHC;教条主义分子;;;;;;;;;;;;;x
fascistic_CHC;专制主义分子;;;;;;;;;;;;;x
paternal_autocrat_CHC;国民党反动派;;;;;;;;;;;;;x
social_conservative_CHC;共产党国际派;;;;;;;;;;;;;x
market_liberal_CHC;共产党右派;;;;;;;;;;;;;x
social_liberal_CHC;开明绅士;;;;;;;;;;;;;x
social_democrat_CHC;中国左翼作家联盟;;;;;;;;;;;;;x
left_wing_radical_CHC;民主人士;;;;;;;;;;;;;x
leninist_CHC;中国共青团;;;;;;;;;;;;;x
stalinist_CHC;中国共产党;;;;;;;;;;;;;x
CHI;南京国民政府;;;;;;;;;;;;;x
national_socialist_CHI;国民党复兴社;;;;;;;;;;;;;x
fascistic_CHI;国民党投降派;;;;;;;;;;;;;x
paternal_autocrat_CHI;中国国民党;;;;;;;;;;;;;x
social_conservative_CHI;国民党土木系;;;;;;;;;;;;;x
market_liberal_CHI;国民党西山会议派;;;;;;;;;;;;;x
social_liberal_CHI;国民党广东系;;;;;;;;;;;;;x
social_democrat_CHI;国民党CC派;;;;;;;;;;;;;x
left_wing_radical_CHI;国民党左派;;;;;;;;;;;;;x
leninist_CHI;国民党和平派;;;;;;;;;;;;;x
stalinist_CHI;中国共产党;;;;;;;;;;;;;x
CSX;晋军;;;;;;;;;;;;;x
CSX_ADJ;中国的;;;;;;;;;;;;;x
CGX;桂军;;;;;;;;;;;;;x
CGX_ADJ;中国的;;;;;;;;;;;;;x
paternal_autocrat_CGX;桂系;;;;;;;;;;;;;x
left_wing_radical_CGX;五四运动;;;;;;;;;;;;;x
CYN;滇军;;;;;;;;;;;;;x
CYN_ADJ;中国的;;;;;;;;;;;;;x
MAN;满洲帝国;;;;;;;;;;;;;x
MAN_ADJ;满洲的;;;;;;;;;;;;;x
MEA;蒙古军政府;;;;;;;;;;;;;x
MEA_ADJ;蒙古的;;;;;;;;;;;;;x
MEB;蒙疆联合自治政府;;;;;;;;;;;;;x
MEB_ADJ;蒙古的;;;;;;;;;;;;;x
national_socialist_MEA;国社党;;;;;;;;;;;;;x
fascistic_MEA;法西斯党;;;;;;;;;;;;;x
paternal_autocrat_MEA;泛蒙古运动;;;;;;;;;;;;;x
social_conservative_MEA;保守党;;;;;;;;;;;;;x
market_liberal_MEA;自由联盟;;;;;;;;;;;;;x
social_liberal_MEA;社会自由党;;;;;;;;;;;;;x
social_democrat_MEA;社会民主党;;;;;;;;;;;;;x
left_wing_radical_MEA;社会革命党;;;;;;;;;;;;;x
leninist_MEA;社会工人党;;;;;;;;;;;;;x
stalinist_MEA;蒙古国共产党;;;;;;;;;;;;;x
national_socialist_MEB;国社党;;;;;;;;;;;;;x
fascistic_MEB;法西斯党;;;;;;;;;;;;;x
paternal_autocrat_MEB;泛蒙古运动;;;;;;;;;;;;;x
social_conservative_MEB;保守党;;;;;;;;;;;;;x
market_liberal_MEB;自由联盟;;;;;;;;;;;;;x
social_liberal_MEB;社会自由党;;;;;;;;;;;;;x
social_democrat_MEB;社会民主党;;;;;;;;;;;;;x
left_wing_radical_MEB;社会革命党;;;;;;;;;;;;;x
leninist_MEB;社会工人党;;;;;;;;;;;;;x
stalinist_MEB;蒙古国共产党;;;;;;;;;;;;;x
CJD;冀东防共自治政府;;;;;;;;;;;;;x
CJD_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_CJD;国家社会主义党;;;;;;;;;;;;;x
fascistic_CJD;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CJD;中国国民党;;;;;;;;;;;;;x
social_conservative_CJD;保皇党;;;;;;;;;;;;;x
market_liberal_CJD;立宪党;;;;;;;;;;;;;x
social_liberal_CJD;维新党;;;;;;;;;;;;;x
social_democrat_CJD;进步党;;;;;;;;;;;;;x
left_wing_radical_CJD;五四运动;;;;;;;;;;;;;x
leninist_CJD;中国工农党;;;;;;;;;;;;;x
stalinist_CJD;中国共产党;;;;;;;;;;;;;x
CHB;中华民国临时政府;;;;;;;;;;;;;x
CHB_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_CHB;国家社会主义党;;;;;;;;;;;;;x
fascistic_CHB;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CHB;中国国民党;;;;;;;;;;;;;x
social_conservative_CHB;保皇党;;;;;;;;;;;;;x
market_liberal_CHB;立宪党;;;;;;;;;;;;;x
social_liberal_CHB;维新党;;;;;;;;;;;;;x
social_democrat_CHB;进步党;;;;;;;;;;;;;x
left_wing_radical_CHB;五四运动;;;;;;;;;;;;;x
leninist_CHB;中国工农党;;;;;;;;;;;;;x
stalinist_CHB;中国共产党;;;;;;;;;;;;;x
CJS;中华民国维新政府;;;;;;;;;;;;;x
CJS_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_CJS;国家社会主义党;;;;;;;;;;;;;x
fascistic_CJS;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CJS;中国国民党;;;;;;;;;;;;;x
social_conservative_CJS;保皇党;;;;;;;;;;;;;x
market_liberal_CJS;立宪党;;;;;;;;;;;;;x
social_liberal_CJS;维新党;;;;;;;;;;;;;x
social_democrat_CJS;进步党;;;;;;;;;;;;;x
left_wing_radical_CJS;五四运动;;;;;;;;;;;;;x
leninist_CJS;中国工农党;;;;;;;;;;;;;x
stalinist_CJS;中国共产党;;;;;;;;;;;;;x
WJW;中华民国国民政府;;;;;;;;;;;;;x
WJW_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_WJW;国家社会主义党;;;;;;;;;;;;;x
fascistic_WJW;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_WJW;中国国民党;;;;;;;;;;;;;x
social_conservative_WJW;保皇党;;;;;;;;;;;;;x
market_liberal_WJW;立宪党;;;;;;;;;;;;;x
social_liberal_WJW;维新党;;;;;;;;;;;;;x
social_democrat_WJW;进步党;;;;;;;;;;;;;x
left_wing_radical_WJW;五四运动;;;;;;;;;;;;;x
leninist_WJW;中国工农党;;;;;;;;;;;;;x
stalinist_WJW;中国共产党;;;;;;;;;;;;;x
