SCENARIO_THIRD_CHANGSHA_DESC;1939年9月和1941年9月，中日双方先后进行了第一次长沙会战和第二次长沙会战。中国虽然成功保卫了长沙，然而自身损失较大，实为不分胜负。自1940年末起，英美列强感到日本损害了自己的亚洲利益，于是对中国展开援助，使得蒋介石对抗战更有信心，日本的政治诱降策略受到了阻碍。为了敲打一下蒋介石，日军下令再次进攻长沙。注：本战役将结束时间推迟了一个月。;;;;;;;;;;;;;x
ENDGAMEHEADER_third_changsha_CHI_WIN;忠昭大麓，义塞苍冥。;;;;;;;;;;;;;x
ENDGAMEHEADER_third_changsha_CHI_LOSS;失败！;;;;;;;;;;;;;x
ENDGAMEHEADER_third_changsha_JAP_WIN;胜利！;;;;;;;;;;;;;x
ENDGAMEHEADER_third_changsha_JAP_LOSS;失败！;;;;;;;;;;;;;x
ENDGAMEBODY_third_changsha_CHI_WIN;倭奴三寇长沙，终狼狈遁逃，后世当不忘我等将士，一柱擎天，赫赫功勋。;;;;;;;;;;;;;x
ENDGAMEBODY_third_changsha_CHI_LOSS;我等拼死抵抗，长沙最终还是落入了日寇手中，日军似乎总是不可战胜，我们的国家还有希望吗？;;;;;;;;;;;;;x
ENDGAMEBODY_third_changsha_JAP_WIN;大日本皇军终于占领了长沙，支那政府的抵抗意志将大大受挫，我们离征服中国又近了一步。;;;;;;;;;;;;;x
ENDGAMEBODY_third_changsha_JAP_LOSS;我们进攻长沙的军事行动又失败了，他们的总司令又可以在报纸上夸夸其谈了。;;;;;;;;;;;;;x
ENDGAMEBUTTON_third_changsha_CHI_WIN;我们的胜利;;;;;;;;;;;;;x
ENDGAMEBUTTON_third_changsha_CHI_LOSS;我们的耻辱;;;;;;;;;;;;;x
ENDGAMEBUTTON_third_changsha_JAP_WIN;我们的胜利;;;;;;;;;;;;;x
ENDGAMEBUTTON_third_changsha_JAP_LOSS;我们的耻辱;;;;;;;;;;;;;x
SCENARIO_YXG;一号作战;;;;;;;;;;;;;x
SCENARIO_YXG_DESC;根据帝国大本营的战略目标，大日本皇军决定对支那展开一个全面进攻的计划，以打通北至满洲，南至法属印度支那的大陆交通线，以及占领其东南方的机场，防止美国陆军航空军自该地起飞攻击日军海上交通线和轰炸本土，并以战养战，缴获中国军队充足的武器装备。支那人理应明白，大日本帝国是不会失败的。;;;;;;;;;;;;;x
ENDGAMEHEADER_YXG_CHI_WIN;胜利！;;;;;;;;;;;;;x
ENDGAMEHEADER_YXG_CHI_LOSS;失败！;;;;;;;;;;;;;x
ENDGAMEHEADER_YXG_JAP_WIN;胜利！;;;;;;;;;;;;;x
ENDGAMEHEADER_YXG_JAP_LOSS;失败！;;;;;;;;;;;;;x
ENDGAMEBODY_YXG_CHI_WIN;;;;;;;;;;;;;;x
ENDGAMEBODY_YXG_CHI_LOSS;由于国民党蒋介石集团继续保存实力、消极抗战，对日军的大规模进攻准备不足，国军一溃千里，有的甚至不战而逃，致使豫鄂湘粤桂等省二十余万平方公里的国土沦丧，郑州、洛阳、长沙、衡阳、桂林、柳州等146个大小城市相继沦陷。对国民党正面战场上的又一次大溃败，国内各界及英美等盟国无不感到震惊和失望。;;;;;;;;;;;;;x
ENDGAMEBODY_YXG_JAP_WIN;想当年，金戈铁马，气吞万里如虎。我们虽然在太平洋战场接连失利，但帝国军人的锐气没有减弱，支那人在我们面前仍然不堪一击。;;;;;;;;;;;;;x
ENDGAMEBODY_YXG_JAP_LOSS;;;;;;;;;;;;;;x
ENDGAMEBUTTON_YXG_CHI_WIN;我们的胜利;;;;;;;;;;;;;x
ENDGAMEBUTTON_YXG_CHI_LOSS;我们的耻辱;;;;;;;;;;;;;x
ENDGAMEBUTTON_YXG_JAP_WIN;我们的胜利;;;;;;;;;;;;;x
ENDGAMEBUTTON_YXG_JAP_LOSS;我们的耻辱;;;;;;;;;;;;;x
passive_defence_y;豫湘桂战役·消极的防御;;;;;;;;;;;;;x
